Text,labels
Today morning 10 vaati pathavange like pannunge,Non-sarcastic
1:31  Neenga indha scene la oru dialogue sonninga.  Adhu yen kadhula mattum wrong ah ketta mari irundhudhunga...,Non-sarcastic
"Periyar selai, Thiruvalluvar selai Ellam udainga da , Anna sithanthatha ...",Sarcastic
அது என்னடா சாய் பல்லவி கன்னத்துல சிவப்பா,Sarcastic
Thavarana karuthu samugathil  parappa intha padam..,Non-sarcastic
Mysskin sir'oda padamna sollave venam padu bayangarama irukum,Non-sarcastic
Padam ippavey pakanum pola yarukula eruku?,Non-sarcastic
Surya u r an anty Indian,Non-sarcastic
Chiyaan vikram Anna semma Mass,Non-sarcastic
Shankar sirama pattathaa solraanga.. Itha siramamnu solla mudiyala aana itha paakurapo karumam mathiri irukkuthu..,Sarcastic
Heroine illatha oru moviea .appa semma hit thaan.,Sarcastic
Telugu Pawan Kalyan Fans All the best Rajini sir,Non-sarcastic
Vijay annaa awesome look <3 Poriii .. #Atlee (Y),Non-sarcastic
"THALA, THALAPATHIYA VACHI SENJITAAN. 🤣🤣🤣IVAN SIRICHI  KADAISIYILA THALA, THALAPATHY FANSA AZHA VACHITTAAN.",Sarcastic
apadi la solla kudathu sama cute Vijay Anna love it,Non-sarcastic
Eppadi jathi veri pudithu poi irukiga motha manusana irugada,Non-sarcastic
12M views with 400K likes nearing,Non-sarcastic
Vera Laval #Surya #Anna #NGK,Non-sarcastic
That padipu dialogue.... Get ghoosbumbs..... Azhiya Selvam...,Non-sarcastic
Waiting semma fun irukkum Pola,Non-sarcastic
Thala semma fire thala... U1 unga music climax la vera level,Non-sarcastic
"Ajith #thala fans hit like, likes therikanum",Sarcastic
Irrumbu kotai murattu Singam 2 ah,Non-sarcastic
Realy Semmma Thala da kedhu da,Non-sarcastic
vasool mannan aa... yappa ippove producers loss kaatranga...indha padam vandha enna agudhe....suriya thalaiava neeye kapathu,Sarcastic
bairavaa maassss thalaivaaaaaa. look is very nice thalaivaaaaaaa.,Non-sarcastic
Puli illa  singam   suriya anna mass love  you  so  much  one year  wait pannathukku  varam  katach maathire  irukku  tq  so  much suriya anna,Non-sarcastic
இதில்  தலீத் சமுதாயம் தவிர மற்ற அனைத்து சமுதாய மக்களும் பாதிக்கப்பட்டு ஆதரவு கொடுக்குராங்களை ஆதரவுக்கு நன்றி  வெற்றி! வெற்றி ! வெற்றி !,Non-sarcastic
I Hope Hero Not  Become Mugamoodi 2,Non-sarcastic
Semma mass anna adhi anna niga ippa sirithal deepavalai than,Non-sarcastic
super trailer kaapan naddipin arakkan  banglore surya fans trailer nallindha like poddungha,Non-sarcastic
"Aduthavanga music podamataru ilayaraja, what have now did it",Non-sarcastic
அருவி  போல்  அருமையாக  இருக்கும்  வாழ்,Non-sarcastic
தேவேந்திர குல வேளாளர் சமுதாயம் சார்பாக வெள்ளி விழா காண வாழ்த்துக்கள்,Non-sarcastic
Surviva is best song I listen ever,Non-sarcastic
இளையராஜா bgm மட்டும் trailer ல இருக்கு.speech less.,Sarcastic
இப்படியே இரண்டு பேரும் ஜாதி ஜாதினு சொல்லி சண்ட போட்டுனு இருங்க இந்திகாரனுங்க ஈசியா உள்ள வந்து உங்கள வெளிய துரத்த போரானுங்க,Non-sarcastic
Kangana is playing a great role,Non-sarcastic
இராமநாதபுரம் மறவர்களின் சார்பாக படம் வெற்றிபெற வாழ்த்துக்கள்,Non-sarcastic
Thalaiva ..... Idhe podhu Thalaiva  Pongal varaikum thaangum...,Non-sarcastic
irukire fans ku set avaadhe film,Sarcastic
We Love Suriya .by suriya fans,Non-sarcastic
சைவ வேளாளர் சமுதாயம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,Non-sarcastic
Comment படிக்கும் போது தான் தெரிகிறது 85% முட்டாள்கள் நாம் சமுகத்தில் இன்னும் இருக்கிறார்கள் என்று.,Non-sarcastic
Ennada views yerama Apadiye ninnu pochi,Non-sarcastic
தேவேந்திர குல வேளாளர் சார்பாக  படம் வெற்றி பெற வாழ்த்துக்கள்,Non-sarcastic
Ethana peru ethu maari padathula ajith nadikanum nu nenaikuriga?,Sarcastic
முக்குலத்தோர் சமுகத்தின் சார்பாக இந்த படத்தை உருவாக்கிய டைரக்டர் அவர்களுக்கு நன்றி இந்த படத்தின் வெற்றிக்கு நாங்கள் என்றும் உறுதுணையாக இருப்போம் ( நெல்லை முக்குலத்தோர் பேரவை ),Non-sarcastic
Vanniyar kulam sarbaga indha Padam maaperum vetti pera vazhthukal,Non-sarcastic
Daii ellam likes me comment pannunga da,Sarcastic
Dr. BR. Ambedkar dialogue. Jai bheem,Non-sarcastic
Adei jayalaitha biopic edhukku sonna deepa va eduthu vachirukinga...,Non-sarcastic
1 lakh likes in just 40 minutes,Non-sarcastic
இந்த படம் வந்த அப்ரம் நம்ப வீட்டு ponnunnku இந்த samoogathathaa எப்படி  கையலனும் nu  தெளிவா புரியும் நன்றி மோகன் .G அவர்களே,Non-sarcastic
enna pa views a varla appo idhuku munadi ellam recordum fake a,Sarcastic
Indha gangster movies konjam niruthana nalla irukum marana mokka orey template,Sarcastic
TR pls my lord.  Yella pugazhum un oruvarukeh,Non-sarcastic
"saathi veriyanunga inthinaperu irukeengala da. ulagam enga poikittu irukuthu, innum saakadailaye poralunga",Non-sarcastic
"Oru hero Oru heroin naley neraiya peruku kathai puriyaathu, ithula 5 6 per suthamm !!!",Non-sarcastic
Wowww Cinematography vera level 🤩 thala ya semaya kambichurukaru,Non-sarcastic
இன்னைக்கு @ிரெளபதி படத்துக்கு கதறுன பையன்லாம் யாரு    அன்னைக்கு பரியேறும்பெருமாள் அசுரன் படம் வந்தப்ப படத்த படமா பாருங்கனு சொன்ன பயலுகதான்,Non-sarcastic
Oruthar mela viswasam aaah irukuradhukhu edhuku innoruthara asinga paduthuringa 🤝🤝🤝🤝🤝🤝,Sarcastic
str mass avarukaka mattume patatha 50times thetrula papen,Non-sarcastic
2016 Nan Arasilakku varuvathu Uruthi.... Its 1996 :) :) :),Non-sarcastic
marana mass sakaya irku chanceila,Sarcastic
Intha padathula 2 smile iruku  different type of smile  that is  ajith sonna dialouge ஒருத்தவங்க மேல உள்ள விசுவாசத்தினாலே மத்தவங்கள அசிங்கப்படுத்தாதீங்க,Non-sarcastic
Mark my word :Indha film oscar ku  nominate aagum,Non-sarcastic
Waste Moka nu solravanlam Moka pasanga moka movie paakuravanunga,Sarcastic
Marana Mass. Bigil 🤭 bigil oothiyachi,Sarcastic
Viswasam trailer 7k like  1.4 m  like thala fans like tha trailer,Non-sarcastic
Trailer la paadhi padathoda storya podrigaleda,Non-sarcastic
Ayyo kadavule intha story en manasila romba naala irunthichu,Non-sarcastic
Rajinikum vayasu agala thalaivar rasiganukum vayasu agala hence proved by views and likes,Sarcastic
Thalapathy maass ah BAIRAVAA teaser vidraru.. charming surya super ah S3 teaser vidraru .. but angutu oru naye inum 1year ah 1st look kuda vidama airport la photoshoot nadathitu iruka.. idhula andha naye fans inga echa thanama sanda mooti vidranunga..,Sarcastic
Semma mass tease r in illaya super star dhanush Anna,Non-sarcastic
Unlike potavalam matamana social luku theva padatha character avanunga thalapathi fans Ila poruki fans,Sarcastic
Kangana Ranaut ke liye ek like thoko,Non-sarcastic
தலைவா நீங்க ஈரோவா ஆயிடிங்க ரொம்ப சந்தோசம் ஆனா உங்க அளவுக்கு காமடியை யாருலும் பன்ன முடியாது உங்க காமடியை அவ்வளவு மிஸ் பன்னுவதாக நினைக்கிறேன் இப்ப தமிழ் சினிமாவுல எத்தனையோ காமிடியன்கள் இருக்கிறார்கள் எல்லாம் மொக்க பீஸ்ங்க நீங்கதான் அப்பபாட்டக்கர்.......,Non-sarcastic
Yellaa konjam kalam tha raja,Sarcastic
Polich adukiii...katta waiting..die hard fanss kerala,Non-sarcastic
Romba naal kalichu oru naal padam politics base la vara poguthu,Non-sarcastic
dei vijay..innum evalo naal than da nee action padamave kudupa...unaku nadikkave theriyathaaa...?,Sarcastic
I'm fan of pavan kalyan but I like also vijay,Non-sarcastic
Ngk kku tamil nadu la mat tume 1000 crore vasool seyyum,Non-sarcastic
Komali ravi dhaan nee.....twiiter pakkam poi paaru kanna....Nalaya thamilagam rajini......,Sarcastic
Bgm na idhan bgm. Yuvan on,Non-sarcastic
Waiting for 1 million likes,Non-sarcastic
1:54 reply to Haters.... Slipper hit....Dislike potta pundangalukku,Sarcastic
Petta pongalo pongal coming to gift rajini sri gift for fens,Non-sarcastic
Surya anna huge fan from #mangalore #coastal_Karnataka #tulunadu,Non-sarcastic
Pink Trailer 69K likes Ner Konda parvai Trailer 560K likes,Sarcastic
"இந்த கதைல பிரகாஷ் ராஜ் செத்துடுவாரு போல,",Non-sarcastic
ethu keralathilum shooting cheytho? Malayalam medias reportingum mikum ellam???,Non-sarcastic
நாடக காதல் கும்பலை ஒழிக்க வேண்டும் ...,Non-sarcastic
இதுல இருந்து ஒன்னு மட்டும் நல்லா தெரியுது...    நீங்க எல்லாம் ஜாதிய பார்க்க மாட்டோம்... மனச பார்ப்போம் சொல்லி ஊற ஏமாத்திட்டு இருக்கீங்க...,Non-sarcastic
ரஜினியை வெச்சு செஞ்சிட்டாங்க செம சூப்பர் வாழ்த்துக்கள்,Sarcastic
Keka beka short film ah idhu???🤔🤔🤔,Non-sarcastic
Nalla vela barathiyar sethu poitaru.... ila Intha comment la padichu avaruku heart attack he vanthurukum.... Jathigal ilayadi paapa 🤬🤬🤬🤬,Sarcastic
Thala thala thala.... .... Thala..,Non-sarcastic
Evlo get ups thank you Surya Anna entertaining us,Non-sarcastic
"தமிழ்நாட்டோட உண்மையை அப்பட்டமா சொல்லி தோலுறிக்கிற போல ஒவ்வொரு வசனமும் இருக்கு... பெண் பிள்ளைகளின் சொந்தமா இருந்து பார்த்தா இதில் சொல்லப்படுற விசயம் அத்தனை உண்மை னு தெரியும், பெண்கள் வயசுக்கோலார்ல ஏமாற கூடாது",Non-sarcastic
Ena da viswasam bgm mariyae iruku,Sarcastic
Only on artist jo zinda dil hai wo hai kangana ranaut,Non-sarcastic
All people one  about Asuran  Movie Keezh Jaadhi Ku oru Padam na Idhu keezh Jaadhi panta Thappa Sutti kaatra movie nalla theriudhu Kandipa Blockbster dhan,Non-sarcastic
Bigil aadhu mairadhu ...... Kaithi Vera lvl,Sarcastic
Ithula dislike panna enna da iruku....🤦‍,Sarcastic
ரொம்ப கேவலமா  இருக்கு ....எவ்ளவோ  எதிர்பாத்தேன்......வாக்களி ...என்னோட  குல சாமி பெற  கேடுத்துடிங்களே டா ....,Sarcastic
STR and VJS fans killed like....,Non-sarcastic
காம வெறியர்களும் கட்டப்பஞ்சாயத்து செய்பவர்களும் களவாணி பயல்களும் நிறைந்திருக்கும் விடுதலை சிறுத்தைகள் கட்சிக்கு ஒரு சரியான செருப்படி தருவது இந்த திரௌபதி திரைப்படம் என்பதில் சந்தேகமே இல்லை இந்தத் திரைப்படம் வெற்றிபெற என்னுடைய மனப்பூர்வமான வாழ்த்துக்கள்,Non-sarcastic
Izu vijay'da trailer'aaha irunda 30 millions aahi irukkum Ajith vayathu jaasthi aichu Adudda padaththilaavazu ilamaya nadichcha nalla irukkum,Sarcastic
Different look in single movie,Non-sarcastic
Sema mass surya anna NGK,Non-sarcastic
Ellaa comentsum tamil dhaa naan malayali dhaa onnumey tharyale,Non-sarcastic
Thu kevalama irruku  Kajal pair is looking like a father n daughter....waste of tym #stupid,Sarcastic
"சமுத்திரகனி அண்ணா, இப்போ அறிவுரைகளை பின்பற்ற யார் இருக்கிறார்கள் ? சினிமாவை பொழுதுபோக்காக மட்டுமே பார்க்கும் கூட்டம் தான் அதிகம். நீங்கள் சிறந்த படைப்பாளி தான், ஆனால் உங்களது நடிப்பை அதிகமாக கொண்டாடுகிறார்கள். எனவே அதில் அதிக கவனம் செலுத்துங்கள்.",Non-sarcastic
57K left for 600K likes,Non-sarcastic
Super......thala always mass....chancey illai.......ethana time vaenaalum paathutey irukalaam,Non-sarcastic
pettttaaaa trailor semmayo semmma.pakkkaaa massss by thalapathy fan,Non-sarcastic
Nan padippa vachi vaparam panravan illa Padikaravana vachi vaparam panravan,Sarcastic
Draupathi 2 kandippa varanum innoru unmai sampavam. Mogan G,Non-sarcastic
& Naren Press Meet At Palakkad (Kaithi Release),Non-sarcastic
Ennappa bigil satham  kakevayilla  oothannegala illaya  enrum thalathan no1 trending,Sarcastic
வர்லாம் வர்லாம் வா பைரவா'  am waiting  mass Teaser :),Non-sarcastic
"All records broken  #VivegamTrailer   10K Likes - 40Secs 25K - 5Mins 50K - 8m 100K - 30m 120K - 45m 150K - 190m 200K - 7h,5m 225K - 7h,",Non-sarcastic
unnam yaar yaar laam thoogama trailer paathutu irukinga like pannuga,Non-sarcastic
Padam pathutdu enga vanthavanga like potdutu ponga,Non-sarcastic
Indha echa vijay katharal thaanga mudiyala,Sarcastic
Theri Baby.... Sema trailer..chanceilla..mass kattitaaru namma Vijay anna,Non-sarcastic
Naan vandhate solle tirungu vandhate yenne,Sarcastic
Kathirukirom padathukagaasurya fann illayaaa athanala than,Non-sarcastic
"Myskin sir ungaluku Vera hero kidaikalaya sir, intha dupakur mandayana herova potu irrukinga",Sarcastic
nice vijay Anna we r waiting ummmmma,Non-sarcastic
Vijay Setupati Telugu fans like here...,Non-sarcastic
தமிழ்நாடு செங்குந்தர் சார்பில் படம் பெரும்வெற்றி வாழ்த்துக்கள்.,Non-sarcastic
1st like Vijay Fanss Hit Likes,Non-sarcastic
Karthi annan massu. All the best kaithi.,Non-sarcastic
La La La La La La  survivaaaaaaaaaaaaaa Best Song In The Album  Anirudh Theriiiiii,Non-sarcastic
Pollachi makkal sarbaga Padam vetri pera vaalthukal,Non-sarcastic
Final dialogue  seruppadi kelvi to  haters,Sarcastic
Engala minja yevanum illa ambalaya iruntha nerala va by duraisingam,Sarcastic
1.5M likes varumna like pannuga,Non-sarcastic
Naadar Inam makkal saarbaaga padam amoga vetripera vaalthukal,Non-sarcastic
Adiye Meera ni vikram vedhala Madhavan kuda nadichavathana athan un nilama ipdi..,Sarcastic
மாபெரும் வெற்றி படமாக (பாடமாக) அமையும் வாழ்த்துகள் அண்ணா.,Non-sarcastic
ஊராளிகவுண்டர் சார்பாக இத்திரைப்படம் வெற்றி பெற  ஆதரிக்கிறோம்,Non-sarcastic
Otha... evalo jathi comments da? Ela sect um nalla irukanum.. revenge ku la,Non-sarcastic
If anyone saw teejay in it....,Non-sarcastic
Eindha movie story ena nu kuda puriyala,Sarcastic
Va thala vaaa orthar Mela visuvasam katturathukaga innoruthara Yan acigam paduthuriga ogga nikiraru yanga thala,Sarcastic
Namma paakkaporathu kolamaas kidayathu one  a& only thala masss therika vidalamaa,Sarcastic
Inimel nanga soluvom da ....Theri da.....,Non-sarcastic
நான் ஈத்து போனாலும் என்ற சாதி செத்துப்போகாது டா கவுண்டன் டா,Sarcastic
இருவர் படத்தில் ஐஸ்வர்யா ராய் பச்சன் நடித்தது அம்மாவிற்கு பிடித்தது அம்மாவின் சுயவாழ்கை வரலாற்றில் ஐஸ்வர்யா ராய் பச்சன் நடித்தால் நன்றாக இருக்கும் என்று ஒரு பேட்டியில் கூறியுள்ளார்,Non-sarcastic
என்னங்கடா விஜய் அஜித் reference இருக்கு தலைவர் காணோம்னு நெனச்சேன்  பாஷா படம் வாய்ஸ் வந்துருச்சி,Non-sarcastic
Shabba surya anna ku nama poruma kuda velayadradhe velaya pochu...epo padam papano...,Sarcastic
Indha maadhri padam paathu yevlo varusham aagudhu,Non-sarcastic
ஒரு கவுண்டனாக இப்படம் மாபெரும் வெற்றியடைய வாழ்த்துக்கள்,Non-sarcastic
Wait..Is dat Rangaraj Pandey at 1:07??,Sarcastic
Enada trailer full ah Fight ah iruku.... Baga Baga theme ultimate uh.....🤣🤣,Non-sarcastic
"இந்த படம் எடுத்த தம்பிகளா, முதலில் இதுபோல் காதல் நாடகத்தை நடத்தும் எவனும் தலித் அல்ல.. அவனுங்க அனைவரும் கிறித்தவ இஸ்லாமிய கால் நக்கிகள்... கைக்கூலி பயல்கள்... உண்மையான ஹிந்து தர்மத்தை பின்பற்றும் எந்த தலித் சகோதரனும் நீங்கள் படத்தில் கூறுவது  போல்  செயல்படுவதில்லை.. ஆதலால் உங்களுக்கு ஆண்மை இருந்தால், இந்துக்களை பிரித்து அழிக்க துடிக்கும் கிறித்தவ, இஸ்லாமிய கும்பல்களை அம்பலப்படுத்தும் விதத்தில் படமெடுங்கள் பார்க்கலாம்..",Non-sarcastic
"என்ன...மணிசர் godfather hangover இன்னும் உங்களே விட்டு போகலெபோலே...நாயகன், தளபதி.. இப்போ இதுவும்..",Non-sarcastic
Vijay sethupathi voice I like you,Non-sarcastic
Adikanum adichathu yarukum theriyakudathu yen adi vanguravenuke theriya kudathu,Non-sarcastic
Thala ya saranam yathirthal yamanum maranam,Sarcastic
Trailer semma... Sk anna semma mass,Non-sarcastic
இது உண்மை ...திருமாவுக்கு சரியான செருப்பு அடி........ இதே தேவேந்திரகுல வேளாளர் மக்கள் வரவேற்கிறோம்......,Non-sarcastic
Kannada d boss fans Hit like......,Non-sarcastic
Manju waarier looks like devashena u feel it guys,Non-sarcastic
எல்லாசாதிபொண்ணுங்களும் அவர் அவர்க்கு தெய்வந்தான்எவன்தப்புசெஞ்சலும் அத தட்டி கேட்பவன்தான் உண்மை யானதமிழன்,Non-sarcastic
Our sirappaana taramaana movie book panna poram,Non-sarcastic
Telugu movie Srihari Sree Maha Lakshmi Remake,Non-sarcastic
patti thotti engum pattaya kelaputha ne va thalaiva iam waiting....,Non-sarcastic
repeat mode...varla varla varla va bairavaa,Non-sarcastic
Eppa enna panna poorom  🤔 sewwt sapda porom,Non-sarcastic
"Evlo neram 4,67,299 views la irukkum update views please",Sarcastic
இந்த படத்திலாவது உதயநிதி நடித்திருக்கிறார் என்று நினைக்கிறேன் படம் வரட்டும் பார்ப்போம். ஆனால் எனக்கு மிஷ்கின் அவர்கள் மீது நம்பிக்கை உள்ளது,Non-sarcastic
Who  else liked the dialogue  sirapana tharamana sambavangala inime thaan paaka  Poringa like podu,Non-sarcastic
Anils kunjugal tution leave potu dislike pandranunga Pola,Sarcastic
vaazhl (வாழ்) பட தலைப்ப englishல் படிக்க தடுமாருன யாராவது இருக்கிங்களா,Non-sarcastic
Note it: solra dialogues ellam  VISWASAM  ah target panra mari irukku....?,Sarcastic
தல ரசிகன் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,Non-sarcastic
Yar ya intha woofer vaayan :v lol,Sarcastic
ஆழம் தெரியாமல் காலை விடாதே! - இது பழமொழி!!!  விவேகத்தின் வேகம் தெரியாமல் சவால் விடாதே! - இது தல மொழி!!!,Non-sarcastic
Tamil dubbing is so good like kgf,Non-sarcastic
"Background says, it's a genius selvaragavan film.",Non-sarcastic
Visvasamana rasigarkal irukura varaikum entha sichuation num vetri than.,Non-sarcastic
Thalaiva Str nu Vaya unna pakka thaya wait panren love u thalaiva,Non-sarcastic
Un like pottavan ellarum surya Anna ku bayanthavanunga da........,Non-sarcastic
vedu ఒక హీరో veniki ఒక cinimana వాణి ఫేస్ హీరో లాగా లేదు dongodu ల vundi,Non-sarcastic
கோவில்பட்டி மறவர்கள் சார்பாக திரௌபதி படம் மாபெரும் வெற்றி பெற வாழ்த்துகள்,Non-sarcastic
முதலியார் & பிள்ளை சார்பாக இந்த படம் மாபெரும் வெற்றி படமாக வர வாழ்த்துக்கள்.,Non-sarcastic
Sai pallavi and yuvan Shankar raja fans like ah podunga,Non-sarcastic
1st trailer ra compare pannala entha trailer la music lack la  erruku nu nanakan......,Non-sarcastic
Vivegam Part 2 madhiriye oru feeling-u 🤔,Sarcastic
தைரியம் ஆண்மகன் அழகு வாழ்த்துக்கள் team mets,Non-sarcastic
ethana peru indha trailer ah 50times ku mela patheenga ?,Non-sarcastic
Plz release in kannada also . Dub version,Sarcastic
Waiting for thala dharisanam nalaiku pwolikalam,Non-sarcastic
mass vijay anna love u Anna,Non-sarcastic
thirunelveli thala veriyarkal oru like podunga,Non-sarcastic
90s kids vs 2k kids war begins..,Non-sarcastic
Thappu panita jayam ravi ranji sir enna thappu pannaru da yen neum ipid innoruthara hurt panni famous aga pakura idiot,Non-sarcastic
வேற்று கிரகவாசிகள் சார்பாக படம் வெற்றியடைய என் வாழ்த்துக்கள்,Non-sarcastic
"படம்  வெற்றி அடைய மதுரை, ஆனையூர்  பிள்ளைமார் சங்கம் சார்பாக வாழ்த்துக்கள்...",Non-sarcastic
"ajith indha madire dance , fight la pana solunga pana Mata yenna avanku  Adha la varadhu",Sarcastic
நல்ல வெல இத பாக நம்ப அம்மா இலயே,Sarcastic
சாதி இல்லனா தமிழ்நாடும் இல்லைஅரசியலும் இல்லை வன்னியர் இல்லன அரசியலே இல்லை,Non-sarcastic
Bro neenga Pakistan ah azikaradha yosikaradha Vida namba country agriculture ah epidi develop panlam nu yosicha Nadu nalla irukum....,Non-sarcastic
Dialogue saguradha irundalum sanda potu saganum sir kai kaal la vilundhu saaga kudadhu,Sarcastic
நாணயத்தின் மறுப்பக்கம் congrats draupathi team for success,Non-sarcastic
வெறித்தனம் #OVERLOAD சூர்யா செல்வா யுவன் #MaranaMassCombo #Marana #Waiting  #ByThalaFan,Non-sarcastic
thala 57 ku wait pannu da  vijay pans,Non-sarcastic
Like icon ah terika vidalama thala blood's,Sarcastic
Semmaiya irugu pakkumpothaa udambu silukuthuuuu full support in VANNIYAR sarpagaaaa,Non-sarcastic
Maranam mass uh maranam... Athuku avar tha poranthu varanum..,Sarcastic
"Dislike podanum nu plan pani potu irukanuga,,,,so guys we wait for mersal teaser and trailer",Sarcastic
Last bgm sounds like variya bgm,Non-sarcastic
Karthick suburaj....ni vera level.....ya.........thalaivar sethikurukiyae pa,Non-sarcastic
Indha padatha kandippa netla paakkanum vengai mavanukku ini seruppadidha,Sarcastic
THALAIVA um Naan thaan  THALAIVI um Naan thaan  - A L. Vijay,Sarcastic
Idha dhan pala varsham ah sollitu irukanga!!  Ini otrumai ah irukanum ellarum. . . Thala & Thalapathy fans!,Non-sarcastic
Super b trailer am waiting pongal,Non-sarcastic
vfx ha irunthalum oru niyayam vendama,Non-sarcastic
Ennada pithalattam 24 638 views aana like 131k va,Sarcastic
"அம்பலகாரர் (முத்தரையர்) சார்பாக வாழ்த்துக்கள்   என் சமூகம் மட்டும் தான் பாதிக்கபடுகிறது என்று தான் இருந்தேன் , அந்த நாடக கம்பெனியால் அனைத்து சமூகமும் பாதிக்கபட்டுள்ளது என்பதை கமெண்ட் மூலமே தெரிகிறது...!",Non-sarcastic
I am waiting mar an sir,Non-sarcastic
Disappointing.... Kangana doesn't suit for our Amma,Non-sarcastic
Dei mutaa pasangala batman moviea copy panreengala?,Sarcastic
all thala fans ellaarum oru addadance pottudu ponga,Non-sarcastic
varlam varlam vaa varlam va bairavaaaaaaaaaaaaaaaaaaaaaaaa.....................,Sarcastic
Aduchu underwear oda oda vitruva..sema dilog thalaivaaa,Non-sarcastic
Marana mass teaser kola mass trailer,Sarcastic
Aduchu Underwearoda odaa vitruvan.......... to viswasam,Sarcastic
Make it 17m view and 555k likes,Non-sarcastic
Apdilam nadakathu nadaka koodathu.....  Thala voice vera level.....,Sarcastic
1:36  semma lamp odairathulaam semma.,Sarcastic
Come back in bgm king Yuvan,Non-sarcastic
Nalla concept ...! வாழ்த்துகள் ஆதி ப்ரோ,Non-sarcastic
கடலூர் மாவட்ட பிராமண சமூக மக்கள் சார்பாக இத்திரைப்படம் வெற்றிபெற வாழ்த்துக்கள்.  இயக்குனர் திரு.G.மோகன் அவர்களுக்கும் எங்கள் நன்றி கலந்த வணக்கங்கள்.,Non-sarcastic
எந்த ஜில்லாவிலும் எங்க தல தான்டா பில்லா.,Non-sarcastic
Kathir bro vikram vedha nala turn and pariyerum perumal bigil and congrats to sarbath and jada,Non-sarcastic
Kathir unmayana hard worker nalavan Avan jeiknum manasara nenaikra pasanga matum like ah therika vidunga,Non-sarcastic
Nammaku thevayanatha namma than adichi vanganum...,Sarcastic
Mass but not like pink movie,Sarcastic
الا بسالكم كم تتوقعون اخذ فلوس على الدعايه,Non-sarcastic
Thala....wooooooo......kalaku thala kalaku!!! Another Hollywood Kollywood movie of thala...,Non-sarcastic
Ppa semma evlo pathalum pakka pakka pathgitte irokkonum pole thonidu,Non-sarcastic
Hero   enna  daa  Dr. Anbumani  Ramadass  mathiriye  erukaruu....Summa  vachhiiii   senjirukaruu   dirrctorrrr,Non-sarcastic
Aniruth oda bgm thaniya theriyudhu,Non-sarcastic
Nanum jayalalithavoda danca padathla pathirukkan  eppada amma intha maari cinemala dance aaduchi,Non-sarcastic
Muje Tamil language nahi aati but suparbbb trailer I am big fan Rajni sir,Non-sarcastic
Neenga soldra alavaku illadha mela vera level anna,Non-sarcastic
"karumam, allu irukanum mayiru matta irukanum,  yaenda naaya saatharnama paesi nadiyaen, pudungi mass ivaru.bahubali mootharatha kudi da mundam",Sarcastic
2வருஷமா டிரெய்லர் மட்டும் தான் பாத்துட்டு இருக்கே,Sarcastic
Thala mrg mutha unatha first pakura gud mrg,Non-sarcastic
Any one After #PSPK26 🤘 మాకు మా దేవుడు స్క్రీన్ మీద కనపడితేచాలు,Non-sarcastic
Yuvan da ivana minja Evan da,Sarcastic
"அஜித் பிடிக்காதுன்லாம் கிடையாது ஆனா சத்தியமா ரசிக்குபடி இல்ல  Worst BGM,  இரைச்சலான எடிட்டிங், பிராய்லர் கோழி மாதிரி ஹீரோ  மனதிற்கு நெருக்கமான Screenplay மாதிரி தெரில  Hollywood ல அடிச்சு துவைச்ச Scenes,  அரைத்த மாவு",Sarcastic
Thala Yoda last dialogue sema mass vera leval,Non-sarcastic
Trailer ah paatha Angaali Pangaali elam oru like podunga,Non-sarcastic
Yarelam padathukaga wait pandrathu like here,Non-sarcastic
naanam undoda ninakekaa...neyaka....anugal ayal nerit kalich jayik..allathe..,Non-sarcastic
Vara vara Kannada Film ellam konjam nalla irukuthe🤔🤔🤔,Non-sarcastic
#Neraiya  #Neraiya #Neraiya  #Neraiya #Neraiya  Thadava paathavunga #Like Pannunga #Bss,Non-sarcastic
என் மனதில் உள்ளது..இது போன்ற திரைப்படம் வரவேற்க தக்கது ஏனெனில் இது போல எங்கள் வீட்டு பெண்ணும் பாதிக்கப்பட்டுள்ளாள்...,Non-sarcastic
"Trailer nalla iruka paarunga, illati paaka vendam, eduku indha asingathanam. Be a tamizhan first.",Sarcastic
Thala mass .   Ultimate mass . Luv u thala ajith sir,Non-sarcastic
Thala always ultimate...he proved again and again..........mazzzzzzzzzzzz,Non-sarcastic
ரௌத்திரம் பாணி அருமை   Hit Like #ரௌத்திரம் Fans,Non-sarcastic
10 varsathukkumunnadi siruthai vs kavalan ippo,Non-sarcastic
Thala epaum therika viduvaru Phaaa Juz 2 min la eh ellairum therika vittaru  Lvu ajith Sir,Sarcastic
THERI BABY Always cute 10000000000000000000000000000000000 days,Non-sarcastic
What a bgm man  omg!!!!!,Non-sarcastic
332k likes to go🤙 lifetime record aa 500k like kondu varanum    #Dhanushveriyan,Non-sarcastic
Ungala nambi 1500 VA ku ticket yadukalama,Sarcastic
Ye to cartoon lg lag Raha h,Non-sarcastic
Neraya neraya neraya sambhavam seirom thala,Sarcastic
Enga Thala Surya vra lvl tha epavum,Non-sarcastic
குமரி நாடார்கள்  சார்பாக  வாழ்த்துக்கள் இந்த சினிமாக்கு,Non-sarcastic
Karthi Anna wooda unmayana anbana rasigargal mattum thatra like,Sarcastic
