Text,labels
Njan vicharichath athra migacha  kadha undagillennan. But nalla oru kadha undenn manassilayi,Non-sarcastic
Raja sollaratha thaan seivaan seiyratha mattum thaan solluvaan thalavaaaaa...mammutty.....  #tamil hit fans......,Non-sarcastic
Oh endhuvaadai idhokke aarkengilum dislike adikkan thono,Non-sarcastic
ഈ സോങ്ങിന് ആണോ അവന്മാർ കളിയാക്കിയത്  കുറച്ച് ഉളുപ്പ് വാണം,Non-sarcastic
Kidu entertainer aayirikkumennu urappich ettan ishttam,Non-sarcastic
സിനിമ കണ്ടട്ട് ഇത് കാണണം  എന്താ രസം ന്ന് അറിയോ,Non-sarcastic
"Atom bomb, tsunami, volcano eruption oke athi jeevichadalle japan. Last dialogue seriyayilla",Non-sarcastic
Nalla parungada trending no.2 la thaan iruku,Non-sarcastic
യേശു  നമ്മുക്ക്  അറിയാത്ത  ആളല്ലലോ,Non-sarcastic
Itu pwolikum..laletta..iru rakshayum illa trailel..pakka professionalism..ente Oru prarthana..ippravisham manju chechide mass dialogue onnum ondkalle..kanji edukutee pole..,Non-sarcastic
malayala cinima ellam hollywood level ayo oh my god,Non-sarcastic
"Oru BIG""B""  feel....  ..aiivaaaaa.  Pwolichuu",Non-sarcastic
ചരിത്രം സൃഷ്ട്ടിക്കാൻ ലാലേട്ടന്റെ പടം മരക്കാർ അറബിക്കടലിന്റെ സിംഹം  ഒരുങ്ങുന്നു,Sarcastic
Ini madhu chettan brilliance kandu pidikendi varum,Non-sarcastic
Pothettande direction allenkilum.. Angerude padathinde feel...,Non-sarcastic
ഫോണിൽ ഇതിന്റെ audio ഉണ്ടെങ്കിലും ഇടയ്ക്കു ഇവിടെ വന്നു കാണും,Non-sarcastic
ജോഷി..   ചുമ്മാ ആ പേര് കാണിക്കുമ്പോൾ തന്നെ രോമാഞ്ചം,Non-sarcastic
ഈ ടീസർ മലയാളത്തിലെ ആദ്യത്തെ 500K LIKE നേടുമെന്ന് ഉറപ്പുള്ള മമ്മുക്ക FANS LIKE ചെയ്യുക,Non-sarcastic
"Ahlinya ahli ,intinya inti memang genius",Non-sarcastic
ടീസറിനെക്കാളും ട്രൈലറിനെക്കാളും വിഡിയോ സോങ് ഇഷ്ട്ടപെട്ടവർ ഇവിടെ ലൈക്‌ ഈ വർഷത്തെ ഓണകപ്പ് ഇട്ടിച്ചായനും പിള്ളേരും ഇങ്ങെടുത്തു എന്ന് പറഞ്ഞേക്ക്,Non-sarcastic
"മവനെ കൊല കാൻഡിലെ ഇറുക്ക്‌ കൊല്ലാമെ വിടമാട്ടെ"" തലൈവർ  Superഡയലോഗ് from Petta   അപ്പൊ മാസ്സ്  ആയിരിക്കും",Sarcastic
Asooyalukkalaya Nattukar njngale kozhikal ennoke vilikum. Pakshe njngal njngale tanne vilikunnath royal mech enna,Non-sarcastic
നിനക്കിനി മലയാളം ഇൻഡസ്ട്രിയിൽ കിടന്ന് പൊളക്കാൻ പറ്റുമെന്ന് തോന്നുന്നുണ്ടോ  പാക്കലാം  മാസ്സ്,Non-sarcastic
ആദ്യം കുറച്ചു ബോർ ആകുമോ എന്ന് തോന്നി പിന്നെ നല്ല ഫീൽ ഉള്ള സോങ്...,Sarcastic
0:54 to 0:57  ഇത് മാത്രം ഒഴിവാക്കിയിരുന്നെങ്കിൽ നന്നായിരുന്നു,Sarcastic
Maryathakku oru trailer polym irakaan arillaaayy,Non-sarcastic
ഞങ്ങടെ പാവയ്ക്കാ പന്തൽ അല്ലെ ട്രെയ്ലറിൽ... Ktm,Non-sarcastic
EMPURAANum ithum koodi orumichu release cheyyanam.... Pwoliyarikkum.,Non-sarcastic
Superb trailer sir. Love from karnataka,Non-sarcastic
Marana mass  Ekka kku kodukku oru,Non-sarcastic
അമ്പോ ടീവിയിൽ headlines kandathum oodi phoneduthu ithu kanaan .....adipoliyayittund,Non-sarcastic
"Ikka ingalu polichu vere level,adaaru........umma.. love you ikka",Non-sarcastic
എന്റമ്മോ ട്രെയിലർ ഒരു രക്ഷയില്ല rajuvetta,Non-sarcastic
August 8akan mutti nilkkunnatuu njan matramanoo????,Non-sarcastic
ഒന്ന് ഉറപ്പിക്കാം .. ഉണ്ണിടെ ഒന്നൊന്നര പെർഫോമൻസ്  കാണാം  Career best തന്നെ ആയിരിക്കും,Sarcastic
SaMbaVaM KiduKki FiGht Parappich Parappich ThElUng kadakkuo🤔,Non-sarcastic
ithinum matram nalla review kittaaan enthu thengayaa ee padathilullathenn enik maatraano thonniyath.. aake rasamaayitt thonniyath 2... 3 scenes matram.. oru 50 percent dialog onnum enik manassilaayilla.. entho kushukushukunna pole thonni..,Non-sarcastic
adiyeda adi       namma rasa vandhitten   raja pokkiri raja,Non-sarcastic
Lattettan $ mammoka ishtamullavar like cheyyu,Non-sarcastic
Cherudaaytt #thegreatfather bgm vanno ennoru doubt ( first),Non-sarcastic
Repeat adich kanunnever ivde like adik,Non-sarcastic
അമ്പോ  മാസ്സ്  ഒന്നും  പറയാനില്ല  പൊളിച്ചു  ഏട്ടാ,Non-sarcastic
Anna  നിങ്ങള് പുലിയല്ല.....ആന പുലിയാണ്.... ആന പുലി... മമ്മുക്ക ഇസ്‌തം,Non-sarcastic
Box office thukkiyadikke ready ayikkoo makkaleee,Sarcastic
Linto kurien cuts kannan wait cheyyunnavar arokk,Non-sarcastic
എന്താണ്.....  ഇതെന്താണ്.....  ഒരു  രക്ഷല്ല്യാ....  എന്തോ  എനിക്കൊരുപാടിഷ്ടായി വളരെ  ഡിഫറെൻറ്  ആയി  തോന്നുന്നു.....  iam waiting....,Non-sarcastic
ഞാനും സിസ്റ്ററുംകൂടി വീട്ടിൽ നിന്നും     ഒളിച്ചു പോയി കണ്ടു ഇനിയും കാണണം,Non-sarcastic
"njn healthy aanu , rich aanu pinne body nentho paranju daa.............",Non-sarcastic
"Uyiril Thodum Thalir Viralavane Nee … Arike Nadakkane Alayum Chudu Kattininu Koottinayay Naamoru Naal… Kinakkudilil Chennanayu, Miru Nilavalayay Aarum….Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa…Pranayajalakadha Palavuru Parayumo?  Uyiril Thodum Kulir Viralaayidaam Njan Arike Nadannidaam Alayum Chudu Kattininu Koottinayay Naamoru Naal Kinakkudilil Chennanayu, Miru Nilavalayay Aarum…Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa….Pranayajalakadha Palavuru Parayumo? Vazhiyorangal Thorum Thanalayee Padarchilla Nee Kudayay Nivarnnu Nee Novaaraathe Thoraathe Peyke Thuzhayolangal Pol Nin Kadavathonnu Njan Thottu Melle Kaattee Chillayithil Veeshane Kaare Ilayithil Peyyane Melle Theeramithilolangalolangalay Nee Varoo….  Uyiril Thalodeedum Uyirayidum Naam…. Naamorunaal Kinakkadalil Chennayumiru Nilaanadiyay  Aarum….Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa….Pranayajalakadha Palavuru Thudarumo?",Non-sarcastic
എത്രവട്ടം ആണ് ഇത് കാണാനായി വരുന്നത് ഞാൻ ... ikka uyir..,Non-sarcastic
മലയാള സിനിമയുടെ  ശ്യാം ' പുഷ്‌കര ' കാലം.....,Non-sarcastic
Looks like netflix series oru film aayi coloring Mach aavunnilla,Non-sarcastic
പൈറേറ്റ്സ് ഓഫ് ദി കരീബിയൻ മലയാളികളും കാണാറുണ്ടെന്ന് ഓർത്താൽ നന്ന്,Sarcastic
ശരിയാണ്.  വയറും കാലും ശരീരവും ഒരുപോലെ കണ്ടു മൂക്കുത്തി കണ്ടില്ല.... എല്ലാം എന്റെ തെറ്റ്....,Sarcastic
Mookuthi Matram kandilla...bakki ellam kandu. ...,Sarcastic
Cinema kanda pravsikal undo...entammo full romanjification,Non-sarcastic
My Santa Christmas Kondupoyi Sheriyalle Like,Sarcastic
"Climax il ellavrum marikum, ath tanneh kadha.",Non-sarcastic
100 cr aanannu Antony parayaan paranju,Non-sarcastic
Katta waiting aanu makkale june 16th DERICK ABRAHAM entry,Non-sarcastic
Laletta adich policho laletta Nigaloru muthaan ie padam Vijayikom nokiko apo,Non-sarcastic
Mammuka evide evideen kannum nattu nokkiyirunnath njn matjramanoo?,Non-sarcastic
ingerum verum myran aan padukilavan mammooty myran,Sarcastic
Malayalathinte mahanadanam mammookkakk vendi lalettan aaradhakante best wishes,Non-sarcastic
Innu 8 thavana repeat adich kandu baki nale,Non-sarcastic
ഈ സ്ഥലം  നിങ്ങൾ കണ്ടില്ലെങ്കിൽ കേരളത്തിലെ ഏറ്റുവം മനോഹരമായ സ്ഥലങ്ങളിൽ ഒന്ന് നിങ്ങൾ കണ്ടില്ല എന്നു  പറയേണ്ടി വരും. ഈ ഓണത്തിന് പോകാം നെല്ലിയാമ്പതിയിലെ പകുതിപ്പാലത്തേയ്ക്കു. ഗവി പോലെ സുന്ദരമായ നെല്ലിയാമ്പതിയിലെ  പകുതി പാലം.  ഫാമിലി ആയി കാടിനുള്ളിൽ  താമസിക്കാൻ ഒരിടം. കേരളത്തിലെ ഏറ്റുവം മനോഹരമായ സ്ഥലം അപ്പൊ  എല്ലാവരും കാണും ഒപ്പം ഷെയർ ചെയ്യുമെന്നു വിശ്വസിക്കുന്നു,Non-sarcastic
മാമാങ്കം വിസ്മയിപ്പിക്കും കാരണം മമ്മൂക്കയാണ് ഹീറോ  മിനിമം ഗ്യാരണ്ടിയുള്ള ഏക നടൻ മമ്മൂക്ക മാത്രം,Sarcastic
Kalakki ithu box ofice aaghosham aayirikkum,Non-sarcastic
Padam pottiyalum first day collection record urappaaaaaa........! Lalettan ki Jai..... Rajettan kii Jai......,Non-sarcastic
"Hahahaha ..........അടിപൊളി സർ ഇനിയും മരിക്കാത്ത ഭൂമി""ഒ.എൻ.വി  സാറിനെ ഓർമവന്നു.....",Non-sarcastic
Ithinidakk 2 pearum dislike paniyum kashttam,Non-sarcastic
#1 ON TRENDING  2M + Views  177k likes  One name Megastar Mammootty,Non-sarcastic
"യാഥാർത്ഥ്യങ്ങളിൽ നെയ്ത് പ്രതികാരത്തിൽ തീർത്ത വിസ്മയ ചിത്രം ആയിരിക്കും മാമാങ്കം,🤩     -മമ്മൂട്ടി",Non-sarcastic
ഓണം vinner ആവാൻ വേറെ  ആരെങ്കിലും ഉണ്ടങ്കിൽ കുറച്ചു ഒന്ന മാറി നിക്ക്,Non-sarcastic
Ingana oke van ninal mukuthi engana Kanan pattum,Sarcastic
Promising trailer Chummma aangu powlich adukki kaiyil koduthu Ikkkkaaaaa ente ponno ejjathi romanjam🤩,Non-sarcastic
Poyi paranjekku baapa vannitundennu.... Dubailnu... King derick is on hunt....,Non-sarcastic
ഒരു ദിനം കൊണ്ട് 76 ലക്ഷം ആളുകൾ ഈ പാട്ട് കണ്ടെകിൽ ഈ പടത്തിനോടുള്ള ആളുകളുടെ കാത്തിരിപ്പ് അതെത്രയായിരിക്കും  ഈ മൂവി തിയേറ്ററിൽ പോയി കാണാൻ തീരുമാനിച്ചവർ അടി ഇവിടെ ലൈക്,Sarcastic
Padathile Hero Saji aada Saji!!!,Non-sarcastic
Rajaa Pokkiri Raja... Adar meesha Raja Makkalukku raja...Sen Tamilum pesuvaru... Angalayum pesuvaru malayala thaymozhi than bellari Raja,Non-sarcastic
പുത്തൻപണം പോലെ ആവാതിരുന്നാൽ മതിയായിരുന്നു .  പടം നല്ലൊരു എന്റെട്രൈനെർ ആവട്ടേ...!  All The Very Best 🥰,Non-sarcastic
ഒരു രക്ഷയുമില്ല മരണമാസ് ചിത്രമാകും എന്ന് പ്രതീക്ഷിക്കുന്നു,Non-sarcastic
"Wow ജോജു ,  ചെമ്പൻ പൊളിക്കും പിന്നെ  ജോഷി...",Non-sarcastic
Mammoookkkaaaa u r a kingdom,Non-sarcastic
Trailer veedum veedum kanunavare njn mathramoo??????,Non-sarcastic
Song adyam sreddichilla bt eppol othiri kelkkunna oru songayimari..  Grate..  Nannayittundu,Non-sarcastic
odiyanta kondoram nta shenam mareetilla jeyachandran sir ... enthoravasta ...,Sarcastic
പീലിത്തിരുമുടിക്കെട്ടിലിന്നെന്തിനു മാതളപ്പൂ തിരുകി  കുറത്തീ മാതളപ്പൂ തിരുകി പീലിത്തിരുമുടിക്കെട്ടിലിന്നെന്തിനു മാതളപ്പൂ തിരുകി  കുറത്തീ മാതളപ്പൂ തിരുകി നീലക്കൺപീലിയിൽ വാലിട്ടു കൺമഷി ചാലിച്ചതെന്തിനെടീ   കുറത്തീ ചാലിച്ചതെന്തിനെടീ  പീലിത്തിരുമുടി.. പീലിത്തിരുമുടിക്കെട്ടിലിന്നെന്തിനു മാതളപ്പൂ തിരുകി   ആവണിക്കാവിലെ പൂരം കഴിഞ്ഞില്ലേ ആ വഴി പോയതെന്തേ  കുറത്തീ  ആ വഴി പോയതെന്തേ  ആളും വെളിച്ചവുമില്ലാതെയൊറ്റയ്ക്കു ആലുംതറയിലെന്താ  കുറത്തീ കാവൽപ്പുരയിലെന്താ  നേരം കെഴക്കുവെളുക്കുമുമ്പെന്തിന് കോടി ഞൊറിഞ്ഞുടുത്തു  കുറത്തീ ഓലക്കുടയെടുത്തു  താഴമ്പൂവൊക്കെ കൊഴിഞ്ഞിട്ടുമെന്തിനു ചോലക്കടവിലെത്തി  കുറത്തീ ഞാലിത്തൊടിയിലെത്തി     പീലിത്തിരുമുടിക്കെട്ടിലിന്നെന്തിനു മാതളപ്പൂ തിരുകി..,Non-sarcastic
Princene kndpol Fahd fasilne orma vnnvrndo,Non-sarcastic
"Super acter nammude lalettan Super hero nammude lalettan,",Non-sarcastic
ayyyo ith mindun manuval thomasinte padamanooooooooooo oru rakshayumilllaaaaa trailar nalla oru suspense thriller ayirikkum enn predheekshikkunnu,Non-sarcastic
physco ഷംമിക്കു ശേഷം പുതിയഅവതാരം .................രവി... physco രവി,Non-sarcastic
ഹൌസ്ഫുൾ ഷോകളുടെ പെരുമഴക്കാലം  കൂക്കി വിളിച്ചവരെ കൊണ്ട് കയ്യടിപ്പിച്ചു മാമാങ്കം  പടം വീഴും എന്ന് കരുതിയവർക്കു തെറ്റി എതിർ പക്ഷത്തു ഏറ്റ കുറച്ചലുകൾ ഏറെ കണ്ട മെഗാസ്റ്റാർ ആണ്..  ഇത് ചരിത്രം  Christmas first choice MAMANGAM,Non-sarcastic
TENET ട്രൈലെർ കണ്ടു കിളിപോയി ഇരിക്കുകയായിരുന്നു....... ഇപ്പൊ ശെരിയായി.... ഇമ്മാതിരി തലച്ചോറ് ഉപയോഗിക്കെണ്ടാത്ത പടമേ ഞമ്മക്ക് പറ്റു,Non-sarcastic
Pirates of the careebian kandavarkku othu koodaanolla nool,Non-sarcastic
Evdeyo Hannibal manakunnu still cant wait to see.Thrill adipich kolum sure. Aa series kanditullavr like adik,Non-sarcastic
"Raju ettan Villan cheytha polikkum..... Kana kanden, Kaviyathalaivan, krithyam",Non-sarcastic
Lalettan Rajuettan Telugu Fans Like Adi,Non-sarcastic
3 .9 .2019  ലാലേട്ടാ ഇന്നലെ രാത്രി ഞാൻ സ്വപ്നം കണ്ടു ലാലേട്ടനോട് സെൽഫി എടുക്കുന്ന  ഫോട്ടോ ആണ്  സ്വപ്നം കണ്ടത് ജീവിതത്തിൽ നടക്കാത്ത   കാര്യമാണ് ഇഷ്ടപ്പെട്ട വ്യക്തിയെ സ്വപ്നം കാണാൻ ജീവിതത്തിൽ വേറെ എന്ത് സെൽഫി,Non-sarcastic
Ente ettan..my big brother,Non-sarcastic
Than ketto? Anna benn fans like adi,Non-sarcastic
oru rkshem illa makkale manikyam aayitulla angathin orungikko,Non-sarcastic
നല്ല കിടിലൻ പടം. ജോജു മിന്നിച്ചു,Non-sarcastic
Sherikkum il prithvirajinte koravu enthayalum undavum,Non-sarcastic
ലാലേട്ടൻ ഫാൻസിനും ലാലേട്ടനെ ഇഷ്ടപെടുന്നവർക്കും വേണ്ടിയുള്ള                    Ringtone 🥰,Non-sarcastic
Ariyavanulla aagraham konde chothikkuva ee padam enna irangunne,Non-sarcastic
Ipo 10 vattam kandu yennittum madhiyavunnilla romanjifikshan ikka,Non-sarcastic
Kidukachi movie.... Kure kalangalku shesham oru shot polum bore adikathe irunnu Kanda movie.... Oru shot um ndu beautiful aanu....,Non-sarcastic
Amazing movie !! I saw it.,Non-sarcastic
Padam kandu... Onnum parayanilla kidilo kidilam.... Adyam muthal avasanm vare full comedy entertainer.... Supr story Thaneer mathan dhinagal,Non-sarcastic
മോഹൻലാലിന്റെ ശബ്ദത്തിന് ഈ slang ചേരുന്നില്ല..ഒരു പോരാളി യുടെ ശബ്ദ ഗാംഭീര്യം മോ ഡയലോഗ് ഡെലിവറി യൊ ആയി തോന്നുന്നില്ല..പടം വിജയിക്കാൻ അത് കൊണ്ട് sadhyadha 10%.,Sarcastic
ആ പയ്യൻ ആരാ. കിടു പെർഫോമൻസ്. സ്കോർ ആ ചെക്കൻ കൊണ്ടോകും.,Non-sarcastic
ഇപ്പളാ ഒരു കാര്യം മനസിലായത് പണ്ടൊക്കെ എന്തെങ്കിലും സാദനം കളഞ്ഞു പോയാൽ നിന്ന് ഡാൻസ് കളിക്കും എല്ലാരും ഡൻസ്‌ kalikki 🤪🤪,Sarcastic
സത്യം പറഞ്ഞ ട്രയ്ലർ anik eztam ആയില്ല,Sarcastic
1:20  Its not kannadan its kannadiga,Non-sarcastic
oru shortfilm aanu pattumenkil onn kaanuka,Non-sarcastic
Soooperb... Trailer... Nyla Usha look like nadiya moidu...,Non-sarcastic
എനിക്ക് മാത്രമാണോ വിനീതേട്ടൻ ഒരു psycho ആണോന്നു തോന്നിയത് 🤔🤔🤔,Non-sarcastic
Capable actress nte nirayilekk baby mol varumennullavar,Non-sarcastic
വല്ല കുടത്തിലും പോയി തപ്പ് കിട്ടുമായിരിക്കും 🤣🤣,Sarcastic
വെറുതെ അല്ല പറങ്കികൾ പോയി ബ്രിട്ടീഷ്കാർ വന്നത്,Sarcastic
Like cheyythu ee pattinodulla eshttam ariyikuka,Non-sarcastic
എന്റെ ചാനലും ഒന്ന് സബ്ബ് ചെയ്‌തു വിജയിപ്പിക്കാവോ,Non-sarcastic
Dialogue kettu onnum manassilavathe kill poyavar like theatrel kanumbo enthavumo,Non-sarcastic
Lucifer 100 cr collection adikkumegil adi like,Non-sarcastic
ഇപ്പോഴും ഈ പാട്ടും സിനിമയും ഇഷ്ടപ്പെടുന്നവർ.  നോക്കി നിക്കാതെ Like button കുത്തി പൊട്ടിക്ക്  kumblangi ishttam,Non-sarcastic
ഷൈൻ അടിപ്പോളിയാണ് പക്ഷെ സൗബിൻ ഈ ചിത്രത്തിൽ ഞെട്ടിച്ചു കളഞ്ഞു.........,Non-sarcastic
ഡി ഗ്രഡേഴ്‌സ് കമോൻ.. രോമം.. രോമത്തില് കൊള്ളുകെല ഇക്കാൻറെ...,Non-sarcastic
film putumayulla theme anu. climax adupich kurach clishe aanenkilum padam kollam.,Non-sarcastic
"No hope oru disaster manakunu,,, sorry laletA",Non-sarcastic
"പെൺകുട്ടികൾക്ക് കുറച്ച് കാലത്തേക്ക് ഡാൻസ് കളിക്കാനുള്ള പാട്ടായി, ഈ പാട്ട് ഒരുപാട് സ്റ്റേജ് ഓടും 🤗",Sarcastic
ഗീതു മോഹൻദാസ് മലയാളസിനിമയ്ക്ക് മുതൽക്കൂട്ടാണെന്ന് തോന്നുന്നവർ ഒന്ന് ലൈക് അടിച്ചെ.  A woman director of this level  HATS OFF,Non-sarcastic
ആഫ്രിക്ക കാരിക് എന്തൊരു ഗ്ലാമർ.... 1:25  എന്തൊരു ഫീൽ,Non-sarcastic
മലപ്പുറം ജില്ലയിലെ മിനി ഊട്ടിയിൽ പോവുന്നവർ ഈയൊരു അടിപൊളി view point മിസ്സ് ചെയ്യരുത്....മിനി ഊട്ടിയിൽ നിന്നും 1.5 km ഓളം മല കയറി പോയാൽ  തിരുവോണ മലയിലെത്താം...,Non-sarcastic
Ikkaaaaa. Ingale ennaa level aah. Ee prayathilum body... Muthane,Non-sarcastic
Onnegill oru memories kittum Allegill  oru rakshasan chilappol athukkum melea...,Non-sarcastic
"ചരിത്ര പ്രാധാന്യം ഉള്ള സിനിമ എടുക്കുബോൾ ഇതേ പോലുള്ള മൂഞ്ചിയ പാട്ടുമായി വന്നോളും.  കുറേ പെണ്ണുങ്ങൾ എല്ലാം ഇളക്കി  കാണിച്ചോണ്ട് ഡാൻസും, കായംകുളം കൊച്ചുണ്ണിയിലും ഉണ്ടായിരുന്നു ഇതേ പോലെ ഒരുത്തി.  എന്തെങ്കിലും പറഞ്ഞാൽ ഫെമിനിച്ചി തള്ളമാർ തള്ളുമായി ഇറങ്ങും.",Sarcastic
ഈ കിളവന് നിർത്താറായില്ലേ കല്യാണം കഴിക്കാൻ നടക്കൽ...,Sarcastic
Unni mukundan kantannu thonnunnu...   Last time pulli odipoyalllo,Sarcastic
Malayalathinte swandham lalettanu  all kerala dulquar salman fansinte vijayasamshagal,Non-sarcastic
Mavane kolagandle irukk.. paakame vidamaate.. mammukka uyir🥰🥰,Non-sarcastic
ഒരു നല്ലൊരു ട്രെയ്ലറിനെ എഡിറ്റ്‌ ചെയ്തു കുളമാക്കി പിന്നെ ഇതിലുപോയോഗിച്ച ഫോണ്ടിങ്ങും ശെരിയല്ല...,Sarcastic
Nivin    ....... njn onnum parayaanilla..,Non-sarcastic
Nyan lalettan faanannu pakshe stylishaayitttu ijjathi padangal chyyan ikkakku kazhiyullu,Non-sarcastic
പടം കണ്ടിട്ട് trailer കാണാൻ വന്നവരുണ്ടോ ??,Non-sarcastic
കമന്റ്‌ വായിച്ചോണ്ട് വീഡിയോ കാണാൻ പറ്റില്ല.... കാരണം എല്ലാ ഷോട്സും അത്രക്ക് തീവ്രമാണ്,Non-sarcastic
ഡയലോഗ് പ്രസന്റേഷൻ .. കിളിച്ചുണ്ടൻ മാമ്പഴം എന്ന് പറയുന്നവരോട് ഒന്നു പറഞ്ഞോട്ടെ... മരയ്ക്കാർ പിന്നെ എന്താ പറയണ്ടേ... ഹയ് തമ്പുരാൻ ഇങ്ങനെ പറയ... നശിപ്പിച്ച് കളയും ഹൈ ... ട്ടാ... ഇല്ലം ശൈലിയിൽ പറയണോ... ദുരന്തങ്ങൾ,Sarcastic
Innu ivideyangu koodiyekkam..uff nalathe Marana masssss ...,Non-sarcastic
ഫഹദ് വില്ലനാണെന്ന് പറയുന്നു എന്നല്ലാതെ ഒരു സൂചനയും ഇല്ലാലോ.... എന്താപ്പോ കഥ..... 🤔🤔,Non-sarcastic
ith oru vejjal padama mwoneeeee.......Ingeruu ith pwilikummmmBOSSS,Non-sarcastic
"Rajadhiraja model cinema Aano, agne feel chynu, Laletta Ithe minichekene,",Sarcastic
Raja sollurathu dan saivaan sairathu daan solluvon,Non-sarcastic
"O Faby"" enna old malayalam animated movie arkegilum ormayundo???  Ente kuttykalathu njn kanda marakanavatha  ""O faby"" de athe feel evideyo kittiya pole...!!!!",Non-sarcastic
ഒടിയനിൽ കിട്ടിയത് ലൂസിഫർ ല്‌ തീർത്ത പോലെ മമ്മൂകക്ക്‌ മാമാങ്കത്തിൽ കിട്ടിയത് തീർക്കാനുള്ള item,Non-sarcastic
Chackochan nte veroru avathaaram aavum idh. Blockbuster il kuranjonnum pradheekshikkunnilla,Non-sarcastic
വടക്കൻ വീരഗാഥയിലെ പാട്ടു പോലെ പ്രതീക്ഷിച്ചു - but  ഇത് ലോക്കൽ പാട്ടും സൂപ്പർ Scenes ഉം,Sarcastic
Jo jeetha wohi sikhandar oke pole undu,Non-sarcastic
Amen നും ജോസഫ്  സിനിമയും mix ano,Non-sarcastic
Pakka trailer. Rajuvettan Brilliance. Lalettante all time best character aavum.. luv u laletta,Non-sarcastic
എന്തിനാണ് മഹാ നടന ഈ പ്രായത്തിൽ ഏതു പോലെയുള്ള കോപ്രായം ചെയ്യുന്നത്  ഒരു ആത്മാർത്ഥ ഇല്ല  സ്ത്രൈണത എന്നൊക്കെ പറഞ്ഞാൽ ആൾക്കാർ പുച്ഛിക്കുക ആണ് ഒന്നിലും oru grace illa  .SORRY MAMMOOTTY sir you were big let down,Non-sarcastic
"ടീസറും,ട്രെയ്ലറും  ഇറങ്ങുമ്പോ കാണിക്കുന്ന ആവേശം തീയേറ്ററിൽ പടം ഇറങ്ങുമ്പോൾ കാണിക്കാത്തതാണ് മമ്മൂക്കയുടെ പടങ്ങൾക്ക് long run.il നേട്ടം ഉണ്ടാക്കാൻ സാധിക്കാത്തതു ... ശരിയല്ലേ ...???",Non-sarcastic
ചാനൽ ആണ് ഒന്ന് subscribe ചെയ്യാവോ,Non-sarcastic
Saiju kurupp fans adi makkale like,Non-sarcastic
Trailer 5 il kooduthal kandavar like,Non-sarcastic
Lalettanoppam nilkkunna mattoru kadapathram athe indhrajithinteth ayirikkum.,Non-sarcastic
Myru ennu relese ayit show polum nadathit ila  aalilanjit ikkane arkum vende,Sarcastic
kore naal mumb erangiya aa teaserile look (iron box scene) trailer il  onnum kaanikkunnillallo🤔,Non-sarcastic
nenchinakathu nammude lalettan aneee,Non-sarcastic
Just 1min      etra per page il und,Non-sarcastic
Lalettan fans like adiche .......lalettan ki.......mmmmaaaa,Non-sarcastic
Avishyam undo ippam inganthe oru cinamakku????BGM kolla,Sarcastic
ലാലേട്ടൻ :ഈ ഓണം ഞാൻ ഇങ്ങെടുക്കുവാ.... നിസ്സാരം നിസ്സാരം ഇതു ലാലേട്ടനെ കൊണ്ട് പറ്റും ലാലേട്ടനെ കൊണ്ടേ പറ്റൂ. അൽ ലാലേട്ടൻ ഫാൻ,Non-sarcastic
13k dislike adicha guhanzzz stand vitt pokendatanu,Sarcastic
"മരക്കാർ അറബിക്കടലിന്റെ സിംഹം"" movie katta waiting 2020 MARCH 19*",Non-sarcastic
Anu chechi evde enna cmnt nokkan etra per vannnu🤣🤣🤣,Sarcastic
Thoppil joppan’s touch undoooooooonu cheriya samsayamilladilladilladillaaaa,Sarcastic
madhura raja trailer kandu.athinte hangover maran lucifer trailer repeat adichu kandu.ippozha samadhanamaye!,Non-sarcastic
odiyante tholvikku sesham lalettante uyarthezunelpp love you laletta,Non-sarcastic
Big joju fan from Japan,Non-sarcastic
Mamangathinte vijayathinoppam aaghoshikkan shylock teaser koodiyum,Non-sarcastic
ശരിക്കും മൂക്കുത്തി ആണോ ഡ്രെസ് ആണോ കാണാതായത്...,Sarcastic
"Aunty odi nadannu kanji koduppaanu pani, jeevikkandae !",Non-sarcastic
Lalettan fans full support und makkaleee......,Non-sarcastic
adipoli enikh nalla ishttepettu Ī WĮĽĹ MÉĆÃŃÍĆÂĽ ÉŃĞÌŃÌÈŘ,Non-sarcastic
ippo mansilai e padam 8 nilayil pottum,Sarcastic
chettanum friends Kanan poyi... Monum njanum povilla... Miss you mookutti song,Sarcastic
ജോഷി സാറിന്റെ ഒരു തിരിച്ചുവരവാകട്ടെ ഇത് ....,Non-sarcastic
Kidu song ..........chila lines okke kidilan,Non-sarcastic
ബിയർ ബോട്ടലിന് തുണി ചുറ്റിയ പോലുള്ള ആ ലുക്ക്. ഹോ.......രോമാഞ്ചം ..........,Non-sarcastic
ഗുഹൻ ഫെൻസ് ഇവിടെ ബാ..... നമ്മക്ക് ചുഗിക്കാം,Sarcastic
Anusitharayude abinayam rassamilla kaanan yella fillmilum kanakkaan (my personal opinion),Non-sarcastic
1:00 joby george  നിനക്കിനി മലയാളം ഇൻഡസ്ട്രിയിൽ കിടന്ന് പൊളയ്ക്കാൻ  പറ്റുമെന്ന് തോന്നുന്നുണ്ടോ,Non-sarcastic
Makkale ethu polikkum    oru raksayumilla,Non-sarcastic
sorry  bro pratheeksha illa. trilr irangum vare kurachokke pradheekshichu.but poyi,Sarcastic
